Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
CA-2015-AB10060140-42314,11/6/2015,11/8/2015,First Class,AB-100601402,OFF-PA-3114,Office Supplies,Paper,4.41,1,0.0,2.03
IN-2015-CP1234058-42202,7/17/2015,7/20/2015,First Class,CP-1234058,OFF-AP-4502,Office Supplies,Appliances,4001.04,8,0.0,1440.24
ES-2015-EH1412545-42245,8/29/2015,9/3/2015,Standard Class,EH-1412545,TEC-PH-3148,Technology,Phones,4876.88,9,0.15,745.88
IN-2013-NC183407-41634,12/26/2013,12/26/2013,Same Day,NC-183407,FUR-TA-5054,Furniture,Tables,1788.82,6,0.3,204.28
IN-2015-BF1100558-42319,11/11/2015,11/15/2015,Standard Class,BF-1100558,OFF-AP-3577,Office Supplies,Appliances,3622.29,7,0.0,1267.77
ID-2014-JS1603059-41760,5/1/2014,5/4/2014,Second Class,JS-1603059,FUR-TA-5072,Furniture,Tables,1242.59,5,0.47,-140.72
ES-2012-AM10360139-41136,8/15/2012,8/20/2012,Standard Class,AM-10360139,TEC-PH-5354,Technology,Phones,4453.05,7,0.0,1424.85
IN-2015-JF1519021-42341,12/3/2015,12/7/2015,Standard Class,JF-1519021,FUR-TA-4706,Furniture,Tables,2673.36,8,0.0,1069.2
IN-2014-AB100157-41815,6/25/2014,6/29/2014,Standard Class,AB-100157,FUR-CH-4654,Furniture,Chairs,2046.2,5,0.1,591.05
ES-2014-JG15160139-41660,1/21/2014,1/24/2014,Second Class,JG-15160139,FUR-TA-3344,Furniture,Tables,5451.3,6,0.0,2071.44
CA-2015-AH10075140-42301,10/24/2015,10/25/2015,First Class,AH-100751406,FUR-TA-5421,Furniture,Tables,637.9,3,0.3,-127.58
IN-2015-AG1033059-42197,7/12/2015,7/14/2015,Second Class,AG-1033059,OFF-AP-3574,Office Supplies,Appliances,1722.28,4,0.17,539.44
CA-2015-AH10075140-42301,10/24/2015,10/25/2015,First Class,AH-100751406,FUR-FU-3936,Furniture,Furnishings,210.68,2,0.0,50.56
ES-2015-NF1847548-42248,9/1/2015,9/1/2015,Same Day,NF-1847548,OFF-AP-3581,Office Supplies,Appliances,1007.42,2,0.1,134.3
CA-2015-AH10075140-42301,10/24/2015,10/25/2015,First Class,AH-100751406,FUR-TA-4943,Furniture,Tables,240.74,4,0.3,-13.76
IN-2012-DR129407-41066,6/6/2012,6/10/2012,Second Class,DR-129407,OFF-AP-4966,Office Supplies,Appliances,4624.29,9,0.1,1644.03
ES-2012-NB1865548-41194,10/12/2012,10/12/2012,Same Day,NB-1865548,OFF-ST-6049,Office Supplies,Storage,1066.45,6,0.1,-11.93
IN-2014-NM1844527-41800,6/10/2014,6/10/2014,Same Day,NM-1844527,TEC-CO-5991,Technology,Copiers,957.6,4,0.0,0.0
IN-2015-TA213857-42351,12/13/2015,12/17/2015,Standard Class,TA-213857,OFF-AP-4508,Office Supplies,Appliances,4864.32,10,0.1,162.12
CA-2014-AH10075140-41898,9/16/2014,9/21/2014,Standard Class,AH-100751406,OFF-BI-4338,Office Supplies,Binders,841.57,2,0.2,294.55
ID-2015-SC20380102-42165,6/10/2015,6/11/2015,First Class,SC-20380102,OFF-AP-3580,Office Supplies,Appliances,1433.84,3,0.15,-84.37
SF-2012-PA9060117-40954,2/15/2012,2/16/2012,First Class,PA-9060117,OFF-ST-6047,Office Supplies,Storage,2784.6,14,0.0,779.52
ES-2014-RB19570120-41971,11/28/2014,12/4/2014,Standard Class,RB-19570120,FUR-BO-5760,Furniture,Bookcases,3063.27,7,0.0,1470.21
CA-2014-AH10075140-41817,6/27/2014,6/27/2014,Same Day,AH-100751404,OFF-SU-5635,Office Supplies,Supplies,231.72,2,0.0,11.59
CA-2015-AH10075140-42110,4/16/2015,4/19/2015,First Class,AH-100751404,FUR-FU-4756,Furniture,Furnishings,196.45,5,0.0,70.72
US-2012-LH1675036-41129,8/8/2012,8/8/2012,Same Day,LH-1675036,TEC-PH-5839,Technology,Phones,2044.8,6,0.2,-332.28
CA-2014-AH10075140-41991,12/18/2014,12/22/2014,Standard Class,AH-100751402,TEC-AC-6351,Technology,Accessories,165.6,3,0.2,-6.21
IN-2013-KB1658527-41488,8/2/2013,8/4/2013,First Class,KB-1658527,TEC-CO-3608,Technology,Copiers,1521.0,4,0.0,0.0
ES-2013-LH1715545-41444,6/19/2013,6/19/2013,Same Day,LH-1715545,OFF-AP-4507,Office Supplies,Appliances,2443.91,5,0.1,760.31
CA-2015-AH1007523-42101,4/7/2015,4/12/2015,Standard Class,AH-1007523,OFF-ST-4257,Office Supplies,Storage,137.31,1,0.0,54.9
IR-2014-MZ751560-41853,8/2/2014,8/2/2014,Same Day,MZ-751560,TEC-MA-4210,Technology,Machines,1141.8,10,0.0,570.9
IN-2015-DM1334558-42146,5/22/2015,5/25/2015,Second Class,DM-1334558,OFF-ST-4266,Office Supplies,Storage,1865.97,9,0.0,802.17
ID-2012-CA1196566-40949,2/10/2012,2/15/2012,Standard Class,CA-1196566,TEC-PH-5841,Technology,Phones,6998.64,11,0.0,2939.31
ES-2014-SC20305120-41909,9/27/2014,9/27/2014,Same Day,SC-20305120,FUR-BO-3903,Furniture,Bookcases,1091.25,3,0.0,119.97
IN-2015-MH1811558-42157,6/2/2015,6/4/2015,First Class,MH-1811558,FUR-BO-4862,Furniture,Bookcases,1094.22,3,0.0,328.23
IN-2014-KS163007-41912,9/30/2014,10/3/2014,First Class,KS-163007,FUR-BO-3640,Furniture,Bookcases,1320.62,4,0.1,484.22
IN-2012-BG1174078-41108,7/18/2012,7/19/2012,First Class,BG-1174078,TEC-PH-5356,Technology,Phones,2555.64,4,0.0,664.44
RS-2015-CR2625108-42230,8/14/2015,8/16/2015,Second Class,CR-2625108,FUR-BO-5950,Furniture,Bookcases,3498.72,8,0.0,594.72
CA-2015-AH10075140-42301,10/24/2015,10/25/2015,First Class,AH-100751406,FUR-FU-4022,Furniture,Furnishings,35.0,4,0.0,14.7
IN-2015-DK1309027-42308,10/31/2015,11/3/2015,First Class,DK-1309027,TEC-CO-3611,Technology,Copiers,2272.86,6,0.0,977.22
IN-2014-JL1583527-41845,7/25/2014,7/30/2014,Standard Class,JL-1583527,TEC-PH-3806,Technology,Phones,5211.12,8,0.0,833.76
IN-2015-AP1072058-42284,10/7/2015,10/11/2015,Standard Class,AP-1072058,TEC-PH-5269,Technology,Phones,2582.16,4,0.0,361.44
IN-2015-CR1282058-42294,10/17/2015,10/21/2015,Standard Class,CR-1282058,TEC-PH-5356,Technology,Phones,3194.55,5,0.0,830.55
IN-2014-BF110807-41976,12/3/2014,12/6/2014,Second Class,BF-110807,FUR-CH-4531,Furniture,Chairs,1705.0,4,0.1,378.88
IN-2015-JM15265102-42316,11/8/2015,11/10/2015,First Class,JM-15265102,OFF-AP-3571,Office Supplies,Appliances,1538.72,6,0.15,325.7
IN-2014-NM1844527-41800,6/10/2014,6/10/2014,Same Day,NM-1844527,FUR-CH-5378,Furniture,Chairs,1381.32,3,0.0,593.91
IT-2012-TW2102545-41172,9/20/2012,9/22/2012,Second Class,TW-2102545,FUR-BO-5760,Furniture,Bookcases,1181.55,3,0.1,498.81
IT-2012-RB1933045-41080,6/20/2012,6/23/2012,First Class,RB-1933045,FUR-CH-4530,Furniture,Chairs,1696.25,4,0.1,734.93
CA-2015-AH10075140-42273,9/26/2015,9/29/2015,First Class,AH-100751406,OFF-SU-3839,Office Supplies,Supplies,190.9,2,0.2,-42.95
CA-2015-AH10075140-42144,5/20/2015,5/25/2015,Second Class,AH-100751408,FUR-CH-5429,Furniture,Chairs,314.35,3,0.2,-35.36
SF-2015-AB10060117-42334,11/26/2015,11/29/2015,Second Class,AB-10060117,OFF-AP-4732,Office Supplies,Appliances,1237.56,4,0.0,606.36
EG-2013-JR567038-41363,3/30/2013,4/1/2013,First Class,JR-567038,TEC-PH-5355,Technology,Phones,1274.7,2,0.0,140.16
MX-2012-MD1735028-41222,11/9/2012,11/14/2012,Second Class,MD-1735028,OFF-AP-4962,Office Supplies,Appliances,3172.14,9,0.0,856.44
CA-2015-AH10075140-42301,10/24/2015,10/25/2015,First Class,AH-100751406,OFF-PA-6415,Office Supplies,Paper,43.44,8,0.0,21.29
ES-2013-EB13840139-41487,8/1/2013,8/6/2013,Second Class,EB-13840139,OFF-AP-4743,Office Supplies,Appliances,3979.29,7,0.0,1989.54
CA-2014-AH10075140-41991,12/18/2014,12/22/2014,Standard Class,AH-100751402,OFF-PA-6577,Office Supplies,Paper,51.84,10,0.2,18.14
CA-2014-AH10075140-41817,6/27/2014,6/27/2014,Same Day,AH-100751404,OFF-FA-5459,Office Supplies,Fasteners,17.9,5,0.0,8.95
CA-2014-AH10075140-41817,6/27/2014,6/27/2014,Same Day,AH-100751404,OFF-PA-3115,Office Supplies,Paper,12.48,2,0.0,5.62
AJ-2014-JL58359-41662,1/23/2014,1/27/2014,Standard Class,JL-58359,FUR-TA-3358,Furniture,Tables,2058.0,4,0.0,946.68
IN-2012-EP1391559-41049,5/20/2012,5/24/2012,Second Class,EP-1391559,FUR-BO-5967,Furniture,Bookcases,2539.88,7,0.07,709.94
ES-2015-MS17770139-42275,9/28/2015,10/1/2015,First Class,MS-17770139,FUR-BO-3626,Furniture,Bookcases,2898.21,7,0.0,1420.02
IT-2012-CM1265545-41218,11/5/2012,11/7/2012,First Class,CM-1265545,TEC-MA-5007,Technology,Machines,1320.01,5,0.15,357.16
LH-2015-JC610575-42032,1/28/2015,1/30/2015,Second Class,JC-610575,FUR-TA-3345,Furniture,Tables,2171.16,8,0.7,-2750.28
IN-2015-GB145307-42260,9/13/2015,9/19/2015,Standard Class,GB-145307,TEC-CO-4593,Technology,Copiers,4448.22,13,0.1,444.48
CA-2015-AH10075140-42335,11/27/2015,12/1/2015,Standard Class,AH-100751408,OFF-AR-5327,Office Supplies,Art,12.84,3,0.0,3.72
US-2012-JH161805-41264,12/21/2012,12/23/2012,First Class,JH-161805,TEC-PH-3149,Technology,Phones,2300.62,9,0.4,38.2
EG-2014-MT807038-41675,2/5/2014,2/7/2014,Second Class,MT-807038,FUR-BO-5951,Furniture,Bookcases,2615.94,6,0.0,1072.44
IN-2012-AB1010558-41270,12/27/2012,12/28/2012,First Class,AB-1010558,TEC-CO-6010,Technology,Copiers,1066.68,3,0.0,394.65
CA-2015-AH10075140-42301,10/24/2015,10/25/2015,First Class,AH-100751406,OFF-AP-4739,Office Supplies,Appliances,2.22,1,0.0,0.67
LT-2012-CV280572-41025,4/26/2012,4/29/2012,First Class,CV-280572,TEC-PH-5354,Technology,Phones,2544.6,4,0.0,814.2
IN-2012-NH1861092-41187,10/5/2012,10/10/2012,Standard Class,NH-1861092,FUR-TA-4645,Furniture,Tables,3694.68,4,0.0,886.68
ID-2014-HJ1487527-41875,8/24/2014,8/26/2014,Second Class,HJ-1487527,FUR-TA-5065,Furniture,Tables,2214.85,7,0.3,-221.57
MX-2014-JL1517518-41903,9/21/2014,9/24/2014,Second Class,JL-1517518,FUR-CH-5776,Furniture,Chairs,1236.48,4,0.0,111.28
MX-2015-MY1829593-42355,12/17/2015,12/19/2015,First Class,MY-1829593,OFF-AP-4505,Office Supplies,Appliances,1805.9,5,0.0,126.4
CA-2012-AH10075140-41228,11/15/2012,11/21/2012,Standard Class,AH-100751404,OFF-LA-5591,Office Supplies,Labels,5.22,2,0.0,2.4
CA-2013-AH10075140-41629,12/21/2013,12/23/2013,Second Class,AH-100751406,OFF-AR-5458,Office Supplies,Art,3.01,2,0.2,0.34
CA-2015-AH10075140-42273,9/26/2015,9/29/2015,First Class,AH-100751406,OFF-BI-3301,Office Supplies,Binders,8.6,5,0.7,-6.3
MX-2015-KC1654093-42158,6/3/2015,6/7/2015,Standard Class,KC-1654093,OFF-AP-4507,Office Supplies,Appliances,1810.3,5,0.0,54.3
MX-2015-CS1246093-42259,9/12/2015,9/14/2015,First Class,CS-1246093,TEC-PH-5354,Technology,Phones,2120.5,5,0.0,106.0
IN-2015-HA1492027-42111,4/17/2015,4/17/2015,Same Day,HA-1492027,TEC-PH-3148,Technology,Phones,1275.0,2,0.0,140.22
ES-2013-MT1781545-41599,11/21/2013,11/24/2013,Second Class,MT-1781545,TEC-MA-5017,Technology,Machines,1593.65,7,0.15,-225.16
ES-2015-FW1439545-42069,3/6/2015,3/8/2015,First Class,FW-1439545,FUR-BO-3627,Furniture,Bookcases,1114.24,3,0.1,383.71
ES-2013-BH1171048-41478,7/23/2013,7/28/2013,Standard Class,BH-1171048,TEC-PH-3807,Technology,Phones,2944.08,5,0.1,1112.13
ID-2015-DK1289559-42315,11/7/2015,11/9/2015,First Class,DK-1289559,OFF-AP-4964,Office Supplies,Appliances,3309.26,7,0.17,318.86
MX-2015-KD1627018-42330,11/22/2015,11/24/2015,First Class,KD-1627018,FUR-CH-4544,Furniture,Chairs,897.48,9,0.0,322.92
ES-2012-SC208458-41070,6/10/2012,6/13/2012,First Class,SC-208458,FUR-BO-4848,Furniture,Bookcases,2056.05,5,0.0,390.6
MX-2013-CY1274582-41531,9/14/2013,9/19/2013,Standard Class,CY-1274582,TEC-CO-6010,Technology,Copiers,2365.66,10,0.002,18.86
IN-2012-HL150407-41237,11/24/2012,11/24/2012,Same Day,HL-150407,TEC-CO-3596,Technology,Copiers,1336.36,7,0.4,44.44
IN-2013-CT1199566-41496,8/10/2013,8/12/2013,First Class,CT-1199566,TEC-CO-4591,Technology,Copiers,3038.64,8,0.0,1245.84
ES-2014-CC12370139-41718,3/20/2014,3/23/2014,Second Class,CC-12370139,OFF-AP-3573,Office Supplies,Appliances,2698.65,9,0.0,890.46
LT-2014-GR456072-42003,12/30/2014,1/4/2015,Standard Class,GR-456072,TEC-CO-3688,Technology,Copiers,3799.08,12,0.0,455.76
IN-2013-TT2107058-41551,10/4/2013,10/9/2013,Standard Class,TT-2107058,FUR-CH-4656,Furniture,Chairs,2756.34,6,0.0,413.28
IT-2013-PO19195120-41492,8/6/2013,8/7/2013,First Class,PO-19195120,TEC-PH-3146,Technology,Phones,983.88,8,0.1,-11.16
IN-2013-ED13885144-41549,10/2/2013,10/2/2013,Same Day,ED-13885144,FUR-CH-4530,Furniture,Chairs,1719.81,5,0.27,117.66
IN-2015-AP1091559-42089,3/26/2015,3/29/2015,First Class,AP-1091559,OFF-AP-4966,Office Supplies,Appliances,1421.54,3,0.17,428.12
MX-2015-TM2149031-42329,11/21/2015,11/21/2015,Same Day,TM-2149031,TEC-CO-3597,Technology,Copiers,1053.69,5,0.002,441.29
IT-2012-AW1084091-41242,11/29/2012,11/30/2012,First Class,AW-1084091,TEC-CO-4792,Technology,Copiers,1440.84,8,0.5,-1268.04
IN-2012-DP131057-41215,11/2/2012,11/4/2012,Second Class,DP-131057,FUR-CH-4530,Furniture,Chairs,2544.37,6,0.1,621.79
CA-2015-AH10075140-42144,5/20/2015,5/25/2015,Second Class,AH-100751408,OFF-PA-6504,Office Supplies,Paper,27.89,7,0.2,10.11
RO-2013-SG10605107-41614,12/6/2013,12/6/2013,Same Day,SG-10605107,TEC-CO-4571,Technology,Copiers,1554.48,8,0.0,341.76
MX-2014-BM1178582-41976,12/3/2014,12/4/2014,First Class,BM-1178582,TEC-PH-5839,Technology,Phones,1278.0,3,0.0,89.46
MX-2013-FH1436582-41628,12/20/2013,12/24/2013,Standard Class,FH-1436582,TEC-PH-3806,Technology,Phones,3474.08,8,0.0,625.28
MX-2013-DK1337582-41530,9/13/2013,9/15/2013,Second Class,DK-1337582,TEC-PH-3148,Technology,Phones,2550.0,6,0.0,357.0
CA-2015-AS10090140-42264,9/17/2015,9/19/2015,First Class,AS-100901406,OFF-BI-4343,Office Supplies,Binders,538.19,2,0.7,-412.62
CA-2012-AS10090140-41173,9/21/2012,9/28/2012,Standard Class,AS-100901406,FUR-CH-5430,Furniture,Chairs,579.53,4,0.1,83.71
CA-2013-AS10090140-41587,11/9/2013,11/13/2013,Standard Class,AS-100901402,FUR-TA-3427,Furniture,Tables,1024.38,7,0.0,215.12
TU-2013-SF10200134-41417,5/23/2013,5/26/2013,First Class,SF-10200134,TEC-PH-5815,Technology,Phones,934.25,14,0.6,-1331.65
CA-2014-AS10090140-41812,6/22/2014,6/27/2014,Standard Class,AS-100901406,FUR-BO-5529,Furniture,Bookcases,353.57,2,0.2,-44.2
SG-2015-JW5220111-42108,4/14/2015,4/17/2015,Second Class,JW-5220111,TEC-PH-3805,Technology,Phones,3908.88,6,0.0,1563.48
MX-2015-CC1210082-42245,8/29/2015,9/2/2015,Standard Class,CC-1210082,TEC-PH-5268,Technology,Phones,2142.3,5,0.0,556.9
ID-2015-RD1993092-42140,5/16/2015,5/18/2015,Second Class,RD-1993092,OFF-AP-4961,Office Supplies,Appliances,1900.58,6,0.4,-348.52
CM-2013-BP123022-41621,12/13/2013,12/15/2013,First Class,BP-123022,OFF-AP-4733,Office Supplies,Appliances,1840.68,6,0.0,496.98
ES-2012-SA20830139-40998,3/30/2012,4/3/2012,Standard Class,SA-20830139,FUR-BO-5950,Furniture,Bookcases,2624.04,6,0.0,446.04
IN-2013-EM1381058-41308,2/3/2013,2/7/2013,Second Class,EM-1381058,FUR-BO-5762,Furniture,Bookcases,3076.5,7,0.0,215.25
IN-2014-CS12175130-41788,5/29/2014,6/1/2014,Second Class,CS-12175130,TEC-PH-5356,Technology,Phones,3181.77,6,0.17,344.97
IT-2013-JD16060120-41515,8/29/2013,9/1/2013,First Class,JD-16060120,OFF-ST-5691,Office Supplies,Storage,1392.63,11,0.1,-139.56
IN-2012-GH1466527-41074,6/14/2012,6/16/2012,First Class,GH-1466527,FUR-CH-5412,Furniture,Chairs,1296.24,8,0.0,285.12
IN-2015-CM1193527-42244,8/28/2015,8/31/2015,First Class,CM-1193527,OFF-AP-3578,Office Supplies,Appliances,1682.91,3,0.0,487.98
MX-2012-JB1600093-41208,10/26/2012,10/27/2012,First Class,JB-1600093,TEC-PH-5839,Technology,Phones,1278.0,3,0.0,89.46
RS-2015-RB9465108-42082,3/19/2015,3/23/2015,Second Class,RB-9465108,TEC-PH-5268,Technology,Phones,2570.76,4,0.0,976.8
MX-2015-RB1979518-42258,9/11/2015,9/18/2015,Standard Class,RB-1979518,FUR-TA-3763,Furniture,Tables,2332.96,5,0.2,349.86
ID-2013-PO191957-41514,8/28/2013,8/28/2013,Same Day,PO-191957,FUR-BO-5762,Furniture,Bookcases,1582.2,6,0.4,-870.3
CA-2015-AS10090140-42264,9/17/2015,9/19/2015,First Class,AS-100901406,TEC-AC-5138,Technology,Accessories,71.98,3,0.2,19.79
IN-2014-TS212057-41852,8/1/2014,8/4/2014,Second Class,TS-212057,FUR-TA-5053,Furniture,Tables,1512.0,6,0.0,498.96
CA-2014-AS10090140-41812,6/22/2014,6/27/2014,Standard Class,AS-100901406,OFF-BI-5638,Office Supplies,Binders,186.14,6,0.2,60.5
SF-2015-MV8190117-42362,12/24/2015,12/27/2015,First Class,MV-8190117,TEC-PH-3148,Technology,Phones,2550.0,4,0.0,714.0
CA-2015-AS10090140-42264,9/17/2015,9/19/2015,First Class,AS-100901406,TEC-AC-5094,Technology,Accessories,47.98,2,0.2,14.4
ES-2013-BD11560139-41327,2/22/2013,2/25/2013,First Class,BD-11560139,FUR-CH-4655,Furniture,Chairs,2285.7,5,0.0,845.7
IN-2015-PS1876059-42288,10/11/2015,10/13/2015,Second Class,PS-1876059,FUR-BO-3648,Furniture,Bookcases,1029.26,9,0.07,10.82
US-2015-FM1421551-42115,4/21/2015,4/23/2015,Second Class,FM-1421551,TEC-CO-4577,Technology,Copiers,1058.28,5,0.002,-2.12
IN-2014-CA1277558-41802,6/12/2014,6/17/2014,Standard Class,CA-1277558,TEC-PH-3149,Technology,Phones,5751.54,9,0.0,2817.99
ES-2014-CD1279048-41899,9/17/2014,9/20/2014,First Class,CD-1279048,FUR-BO-5969,Furniture,Bookcases,2442.07,7,0.1,-244.25
IN-2015-NL1831092-42266,9/19/2015,9/19/2015,Same Day,NL-1831092,OFF-ST-6046,Office Supplies,Storage,1190.52,6,0.0,178.56
IT-2015-TB2105545-42334,11/26/2015,12/3/2015,Standard Class,TB-2105545,OFF-AP-4502,Office Supplies,Appliances,3150.82,7,0.1,-35.09
ES-2015-NF1847548-42248,9/1/2015,9/1/2015,Same Day,NF-1847548,TEC-CO-3595,Technology,Copiers,1599.9,5,0.0,719.85
IN-2015-KD1649527-42175,6/20/2015,6/26/2015,Standard Class,KD-1649527,FUR-BO-3627,Furniture,Bookcases,2063.4,5,0.0,123.75
HU-2015-EH412557-42300,10/23/2015,10/25/2015,First Class,EH-412557,OFF-ST-5702,Office Supplies,Storage,1269.9,6,0.0,558.72
IN-2012-KB1660058-41136,8/15/2012,8/19/2012,Standard Class,KB-1660058,FUR-BO-3639,Furniture,Bookcases,3274.02,9,0.0,261.9
MX-2015-CS1246093-42259,9/12/2015,9/14/2015,First Class,CS-1246093,TEC-PH-5841,Technology,Phones,848.32,2,0.0,110.28
CA-2015-AS10090140-42096,4/2/2015,4/5/2015,Second Class,AS-100901402,OFF-ST-4516,Office Supplies,Storage,94.2,6,0.0,23.55
ES-2015-MG1769564-42018,1/14/2015,1/16/2015,First Class,MG-1769564,TEC-CO-6012,Technology,Copiers,2847.36,8,0.0,711.84
ID-2015-VF21715102-42321,11/13/2015,11/15/2015,Second Class,VF-21715102,FUR-CH-5380,Furniture,Chairs,1725.75,5,0.25,-483.3
ID-2014-AM1070559-41803,6/13/2014,6/13/2014,Same Day,AM-1070559,TEC-CO-4568,Technology,Copiers,1479.31,6,0.07,-63.65
CA-2015-AS10090140-42264,9/17/2015,9/19/2015,First Class,AS-100901406,FUR-FU-4050,Furniture,Furnishings,22.51,3,0.2,2.25
IN-2015-BP11290113-42269,9/22/2015,9/25/2015,Second Class,BP-11290113,TEC-CO-4588,Technology,Copiers,1282.23,9,0.0,12.69
AO-2012-HZ49504-40916,1/8/2012,1/13/2012,Standard Class,HZ-49504,FUR-BO-4850,Furniture,Bookcases,2478.6,6,0.0,49.5
CA-2012-AS10090140-41173,9/21/2012,9/28/2012,Standard Class,AS-100901406,FUR-FU-3844,Furniture,Furnishings,97.44,3,0.0,35.08
IN-2014-EM1382566-41850,7/30/2014,7/30/2014,Same Day,EM-1382566,TEC-CO-4578,Technology,Copiers,959.76,3,0.0,460.62
US-2015-AS10090140-42341,12/3/2015,12/6/2015,First Class,AS-100901408,OFF-AR-5285,Office Supplies,Art,34.65,3,0.0,10.4
IN-2015-BS1180059-42124,4/30/2015,5/4/2015,Standard Class,BS-1180059,OFF-AP-4504,Office Supplies,Appliances,4135.64,10,0.17,847.04
MX-2012-DV1346539-41179,9/27/2012,9/29/2012,Second Class,DV-1346539,FUR-BO-5951,Furniture,Bookcases,2325.28,8,0.0,511.52
IN-2015-MB173057-42179,6/24/2015,6/28/2015,Standard Class,MB-173057,FUR-BO-5948,Furniture,Bookcases,5486.67,14,0.1,2316.51
IT-2012-PC19000120-41004,4/5/2012,4/7/2012,First Class,PC-19000120,OFF-ST-5700,Office Supplies,Storage,1523.66,8,0.1,-50.98
IT-2015-CA1231045-42223,8/7/2015,8/9/2015,Second Class,CA-1231045,TEC-PH-5355,Technology,Phones,1625.24,3,0.15,-76.57
CA-2015-AS10090140-42096,4/2/2015,4/5/2015,Second Class,AS-100901402,OFF-FA-6129,Office Supplies,Fasteners,28.4,5,0.0,13.35
ES-2015-MB1808545-42049,2/14/2015,2/16/2015,First Class,MB-1808545,OFF-ST-6261,Office Supplies,Storage,734.94,4,0.1,130.62
CA-2012-AS10090140-41266,12/23/2012,12/25/2012,First Class,AS-100901404,OFF-AP-3367,Office Supplies,Appliances,13.97,1,0.0,3.63
RO-2013-DB3660107-41503,8/17/2013,8/19/2013,Second Class,DB-3660107,FUR-CH-5456,Furniture,Chairs,1391.52,8,0.0,69.36
CA-2013-AS10090140-41587,11/9/2013,11/13/2013,Standard Class,AS-100901402,OFF-EN-2848,Office Supplies,Envelopes,26.22,3,0.0,12.32
MX-2013-BG1174018-41493,8/7/2013,8/8/2013,First Class,BG-1174018,OFF-AP-4960,Office Supplies,Appliances,2461.06,7,0.0,566.02
CA-2014-AS10090140-41812,6/22/2014,6/27/2014,Standard Class,AS-100901406,OFF-BI-6094,Office Supplies,Binders,36.56,5,0.2,12.8
CA-2014-AS10090140-41762,5/3/2014,5/7/2014,Standard Class,AS-100901402,OFF-ST-3078,Office Supplies,Storage,18.94,3,0.2,-3.79
IN-2013-KB1631578-41495,8/9/2013,8/11/2013,First Class,KB-1631578,TEC-MA-5005,Technology,Machines,1226.19,7,0.0,612.99
ID-2014-PK190757-41691,2/21/2014,2/22/2014,First Class,PK-190757,FUR-TA-3359,Furniture,Tables,1809.26,5,0.3,-258.5
ID-2013-CS121757-41473,7/18/2013,7/19/2013,First Class,CS-121757,TEC-AC-3402,Technology,Accessories,1863.0,8,0.1,393.24
CA-2014-AS10090140-41894,9/12/2014,9/17/2014,Standard Class,AS-100901402,OFF-LA-6021,Office Supplies,Labels,6.0,2,0.2,2.1
ES-2015-AF1088545-42103,4/9/2015,4/12/2015,First Class,AF-1088545,OFF-ST-6049,Office Supplies,Storage,1244.19,7,0.1,-13.92
ES-2013-SJ2050045-41443,6/18/2013,6/20/2013,Second Class,SJ-2050045,FUR-TA-3343,Furniture,Tables,2364.1,4,0.35,-218.3
ES-2014-DM1295545-42004,12/31/2014,1/2/2015,First Class,DM-1295545,TEC-CO-4590,Technology,Copiers,1946.31,6,0.15,114.45
CA-2014-AS10090140-41762,5/3/2014,5/7/2014,Standard Class,AS-100901402,OFF-ST-6158,Office Supplies,Storage,12.67,3,0.2,-3.17
IT-2013-CC1261048-41289,1/15/2013,1/17/2013,First Class,CC-1261048,OFF-AP-4497,Office Supplies,Appliances,2283.71,9,0.1,-0.22
CG-2013-BW106533-41437,6/12/2013,6/14/2013,First Class,BW-106533,TEC-PH-5840,Technology,Phones,2549.76,4,0.0,1172.88
IN-2015-BE114557-42080,3/17/2015,3/22/2015,Second Class,BE-114557,TEC-CO-4568,Technology,Copiers,3299.56,14,0.1,366.28
ES-2013-TG2164014-41591,11/13/2013,11/17/2013,Standard Class,TG-2164014,OFF-AP-3867,Office Supplies,Appliances,2489.4,9,0.0,273.78
CA-2014-AS10090140-41762,5/3/2014,5/7/2014,Standard Class,AS-100901402,OFF-LA-3224,Office Supplies,Labels,5.04,2,0.2,1.76
CA-2015-AS10090140-42264,9/17/2015,9/19/2015,First Class,AS-100901406,OFF-BI-3473,Office Supplies,Binders,3.44,2,0.7,-2.76
ES-2015-VM2168545-42140,5/16/2015,5/19/2015,First Class,VM-2168545,FUR-BO-5971,Furniture,Bookcases,1189.24,9,0.1,250.99
CA-2013-AS10090140-41587,11/9/2013,11/13/2013,Standard Class,AS-100901402,OFF-BI-3473,Office Supplies,Binders,17.22,3,0.0,7.92
MX-2015-SC2069539-42360,12/22/2015,12/24/2015,First Class,SC-2069539,FUR-CH-4530,Furniture,Chairs,1269.6,4,0.0,355.44
ID-2014-SN2056097-41896,9/14/2014,9/14/2014,Same Day,SN-2056097,TEC-PH-3148,Technology,Phones,3499.16,11,0.5,-3009.44
ID-2014-CD122807-41646,1/7/2014,1/13/2014,Standard Class,CD-122807,FUR-TA-5059,Furniture,Tables,2993.03,5,0.3,726.83
ES-2015-CC1210045-42182,6/27/2015,6/27/2015,Same Day,CC-1210045,TEC-CO-3595,Technology,Copiers,815.95,3,0.15,287.92
ES-2013-BG1103544-41468,7/13/2013,7/16/2013,Second Class,BG-1103544,TEC-MA-5502,Technology,Machines,1245.0,4,0.0,161.76
IN-2015-CC125507-42046,2/11/2015,2/11/2015,Same Day,CC-125507,TEC-CO-3706,Technology,Copiers,1027.73,8,0.1,182.69
